"Time","iRTT","port_source","port_dest","Protocol","Length"
"0.000278","0.000278","443","65186","UDP","1292"
"0.000327","0.000327","443","65186","UDP","1292"
"0.000075","0.000075","443","65186","UDP","1292"
"0.000203","0.000203","65186","443","UDP","95"
"0.000842","0.000842","443","65186","UDP","1292"
"0.000079","0.000079","65186","443","UDP","95"
"0.000000","0.000000","65186","443","UDP","95"
"0.000204","0.000204","443","65186","UDP","1292"
"0.000285","0.000285","443","65186","UDP","1292"
"0.000287","0.000287","443","65186","UDP","1292"
"0.000675","0.000675","443","65186","UDP","1292"
"0.000271","0.000271","443","65186","UDP","1292"
"0.000078","0.000078","443","65186","UDP","1292"
"0.000107","0.000107","443","65186","UDP","1292"
"0.002039","0.002039","443","65186","UDP","1292"
"0.000280","0.000280","443","65186","UDP","1292"
"0.000274","0.000274","443","65186","UDP","1292"
"0.000077","0.000077","443","65186","UDP","1292"
"0.000104","0.000104","443","65186","UDP","1292"
"0.000091","0.000091","443","65186","UDP","1292"
"0.000111","0.000111","443","65186","UDP","1292"
"0.000092","0.000092","443","65186","UDP","337"
"0.004250","0.004250","65186","443","UDP","95"
"0.034032","0.034032","52488","443","QUIC","1292"
"0.004020","0.004020","49293","443","TCP","98"
"0.036563","0.036563","443","52488","QUIC","1292"
"0.000538","0.000538","443","52488","QUIC","1292"
"0.000727","0.000727","443","52488","QUIC","1292"
"0.000755","0.000755","443","52488","QUIC","1292"
"0.000195","0.000195","443","52488","QUIC","750"
"0.002950","0.002950","52488","443","QUIC","1292"
"0.000000","0.000000","52488","443","QUIC","103"
"0.000709","0.000709","52488","443","QUIC","103"
"0.008540","0.008540","443","49293","TCP","94"
"0.002861","0.002861","49293","443","TCP","86"
"0.000075","0.000075","49293","443","TLSv1.3","603"
"0.008126","0.008126","52488","443","QUIC","145"
"0.001959","0.001959","52488","443","QUIC","134"
"0.000067","0.000067","52488","443","QUIC","454"
"0.038294","0.038294","443","49293","TCP","86"
"0.003480","0.003480","443","49293","TLSv1.3","1294"
"0.000525","0.000525","443","49293","TCP","1294"
"0.000447","0.000447","443","49293","TCP","1294"
"0.000429","0.000429","443","49293","TCP","1294"
"0.000143","0.000143","443","49293","TLSv1.3","455"
"0.003397","0.003397","49293","443","TCP","86"
"0.000074","0.000074","49293","443","TCP","86"
"0.000000","0.000000","49293","443","TCP","86"
"0.000078","0.000078","49293","443","TCP","86"
"0.001295","0.001295","49293","443","TLSv1.3","150"
"0.007554","0.007554","443","52488","QUIC","593"
"0.000000","0.000000","443","52488","QUIC","178"
"0.000431","0.000431","443","52488","QUIC","90"
"0.000886","0.000886","443","52488","QUIC","224"
"0.001587","0.001587","52488","443","QUIC","95"
"0.000067","0.000067","443","52488","QUIC","83"
"0.003288","0.003288","52488","443","QUIC","97"
"0.028094","0.028094","52488","443","QUIC","95"
"0.005101","0.005101","443","49293","TCP","86"
"0.017934","0.017934","443","65186","UDP","1285"
"0.000277","0.000277","443","65186","UDP","1292"
"0.000300","0.000300","443","65186","UDP","1292"
"0.000074","0.000074","443","65186","UDP","1292"
"0.001598","0.001598","443","65186","UDP","1292"
"0.000243","0.000243","443","65186","UDP","1292"
"0.000274","0.000274","443","65186","UDP","1292"
"0.000100","0.000100","443","65186","UDP","1292"
"0.000882","0.000882","443","65186","UDP","1292"
"0.000276","0.000276","443","65186","UDP","1292"
"0.000085","0.000085","443","65186","UDP","1292"
"0.000190","0.000190","443","65186","UDP","1292"
"0.002096","0.002096","443","65186","UDP","1292"
"0.000045","0.000045","443","65186","UDP","1292"
"0.000157","0.000157","443","65186","UDP","1292"
"0.000085","0.000085","443","65186","UDP","1292"
"0.000084","0.000084","443","65186","UDP","1292"
"0.000146","0.000146","443","65186","UDP","1292"
"0.000098","0.000098","443","65186","UDP","1292"
"0.000102","0.000102","443","65186","UDP","1292"
"0.001399","0.001399","443","65186","UDP","1292"
"0.000284","0.000284","443","65186","UDP","1292"
"0.000313","0.000313","443","65186","UDP","1292"
"0.000075","0.000075","443","65186","UDP","1292"
"0.001304","0.001304","65186","443","UDP","95"
"0.000174","0.000174","443","65186","UDP","1292"
"0.000323","0.000323","443","65186","UDP","1292"
"0.000295","0.000295","443","65186","UDP","1292"
"0.000000","0.000000","443","65186","UDP","337"
"0.006143","0.006143","65186","443","UDP","101"
"0.033706","0.033706","52488","443","QUIC","95"
"0.037222","0.037222","443","65186","UDP","88"
"0.001599","0.001599","443","52488","QUIC","89"
"0.139054","0.139054","443","65186","UDP","1285"
"0.000274","0.000274","443","65186","UDP","1292"
"0.000302","0.000302","443","65186","UDP","1292"
"0.000079","0.000079","443","65186","UDP","1292"
"0.001942","0.001942","443","65186","UDP","1292"
"0.000275","0.000275","443","65186","UDP","1292"
"0.000327","0.000327","443","65186","UDP","1292"
"0.000077","0.000077","443","65186","UDP","1292"
"0.000102","0.000102","443","65186","UDP","533"
"0.006418","0.006418","65186","443","UDP","95"
"0.041090","0.041090","443","65186","UDP","113"
"0.000000","0.000000","443","65186","UDP","128"
"0.000000","0.000000","443","65186","UDP","104"
"0.000108","0.000108","443","65186","UDP","149"
"0.000586","0.000586","443","65186","UDP","1285"
"0.000303","0.000303","443","65186","UDP","1292"
"0.000079","0.000079","443","65186","UDP","1292"
"0.000101","0.000101","443","65186","UDP","1292"
"0.001820","0.001820","443","65186","UDP","1292"
"0.000275","0.000275","443","65186","UDP","1292"
"0.000276","0.000276","443","65186","UDP","1292"
"0.000079","0.000079","443","65186","UDP","1292"
