"Time","iRTT","port_source","port_dest","Protocol","Length"
"0.000922","0.000922","443","50220","TLSv1.2","126"
"0.000000","0.000000","443","50220","TLSv1.2","102"
"0.000204","0.000204","443","50220","TLSv1.2","116"
"0.001668","0.001668","50220","443","TCP","66"
"0.001074","0.001074","50220","443","TCP","66"
"0.000000","0.000000","50220","443","TCP","66"
"0.000106","0.000106","50220","443","TLSv1.2","118"
"0.001302","0.001302","62280","3478","UDP","150"
"0.017353","0.017353","3478","62280","RTCP","110"
"0.004078","0.004078","62280","3478","UDP","156"
"0.000000","0.000000","62280","3478","UDP","782"
"0.008879","0.008879","443","50220","TCP","66"
"0.009477","0.009477","62280","3478","UDP","154"
"0.014680","0.014680","62280","3478","UDP","909"
"0.004578","0.004578","62280","3478","UDP","150"
"0.008332","0.008332","3478","62280","RTCP","110"
"0.013259","0.013259","62280","3478","UDP","146"
"0.001066","0.001066","443","52679","TCP","74"
"0.030898","0.030898","62280","3478","UDP","909"
"0.000000","0.000000","62280","3478","UDP","153"
"0.003683","0.003683","52679","443","TCP","66"
"0.000149","0.000149","52679","443","TLSv1.3","583"
"0.000921","0.000921","3478","62280","RTCP","110"
"0.005961","0.005961","62280","3478","UDP","154"
"0.000444","0.000444","62280","3478","UDP","1135"
"0.018689","0.018689","62280","3478","UDP","157"
"0.010940","0.010940","62280","3478","UDP","903"
"0.006037","0.006037","62280","3478","UDP","160"
"0.007975","0.007975","3478","62280","RTCP","110"
"0.013011","0.013011","62280","3478","UDP","157"
"0.008166","0.008166","62280","3478","UDP","1096"
"0.011051","0.011051","62280","3478","UDP","157"
"0.017951","0.017951","3478","62280","RTCP","110"
"0.002401","0.002401","62280","3478","UDP","156"
"0.002776","0.002776","62280","3478","UDP","648"
"0.015838","0.015838","62280","3478","UDP","158"
"0.021554","0.021554","62280","3478","UDP","981"
"0.000000","0.000000","62280","3478","UDP","158"
"0.007383","0.007383","3478","62280","RTCP","110"
"0.010773","0.010773","","","STP","60"
"0.000153","0.000153","62280","3478","UDP","150"
"0.008004","0.008004","62280","3478","UDP","795"
"0.013267","0.013267","62280","3478","UDP","87"
"0.006368","0.006368","62280","3478","STUN","166"
"0.007516","0.007516","443","52679","TCP","66"
"0.001182","0.001182","443","52679","TLSv1.3","1514"
"0.000625","0.000625","443","52679","TCP","1514"
"0.000398","0.000398","443","52679","TCP","1514"
"0.000248","0.000248","443","52679","TLSv1.3","1239"
"0.001540","0.001540","3478","62280","RTCP","110"
"0.000730","0.000730","52679","443","TCP","66"
"0.001206","0.001206","52679","443","TCP","66"
"0.001476","0.001476","52679","443","TCP","66"
"0.000810","0.000810","62280","3478","UDP","1237"
"0.015841","0.015841","52679","443","TLSv1.3","130"
"0.002059","0.002059","52679","443","TLSv1.3","1172"
"0.013977","0.013977","62280","3478","UDP","663"
"0.000820","0.000820","3478","62280","STUN","106"
"0.013010","0.013010","3478","62280","RTCP","106"
"0.045557","0.045557","62280","3478","UDP","972"
"0.000000","0.000000","50220","443","TCP","132"
"0.004524","0.004524","3478","62280","RTCP","106"
"0.004913","0.004913","62280","3478","UDP","704"
"0.039032","0.039032","443","50220","TCP","66"
"0.006320","0.006320","3478","62280","RTCP","106"
"0.006328","0.006328","62280","3478","UDP","1104"
"0.001912","0.001912","50220","443","TLSv1.2","1060"
"0.012341","0.012341","62280","3478","UDP","580"
"0.012606","0.012606","443","50220","TCP","66"
"0.017042","0.017042","3478","62280","RTCP","106"
"0.005734","0.005734","62280","3478","UDP","933"
"0.002781","0.002781","443","52679","TCP","66"
"0.000000","0.000000","443","52679","TLSv1.3","245"
"0.000091","0.000091","443","52679","TLSv1.3","137"
"0.006402","0.006402","52679","443","TCP","66"
"0.000000","0.000000","52679","443","TLSv1.3","97"
"0.016595","0.016595","62280","3478","RTCP","106"
"0.006703","0.006703","62280","3478","UDP","756"
"0.011676","0.011676","3478","62280","RTCP","106"
"0.020636","0.020636","62280","3478","UDP","976"
"0.026984","0.026984","62280","3478","RTCP","142"
"0.002340","0.002340","3478","62280","RTCP","106"
"0.003749","0.003749","62280","3478","UDP","616"
"0.037196","0.037196","62280","3478","UDP","925"
"0.009388","0.009388","3478","62280","RTCP","106"
"0.032001","0.032001","443","50220","TLSv1.2","149"
"0.000000","0.000000","443","50220","TLSv1.2","102"
"0.002183","0.002183","443","50220","TLSv1.2","118"
"0.009749","0.009749","62280","3478","UDP","806"
"0.000000","0.000000","62280","3478","UDP","153"
"0.001450","0.001450","50220","443","TCP","66"
"0.001311","0.001311","50220","443","TLSv1.2","118"
"0.003288","0.003288","3478","62280","RTCP","106"
"0.002784","0.002784","62280","3478","UDP","87"
"0.006033","0.006033","62280","3478","UDP","906"
"0.004666","0.004666","3478","62280","RTCP","186"
"0.007529","0.007529","443","52679","TCP","1514"
"0.000326","0.000326","443","52679","TCP","1514"
"0.000000","0.000000","443","52679","TLSv1.3","258"
"0.000000","0.000000","443","52679","TLSv1.3","97"
"0.001853","0.001853","443","50220","TCP","66"
"0.002745","0.002745","52679","443","TCP","66"
"0.001606","0.001606","52679","443","TCP","66"
"0.009650","0.009650","62280","3478","UDP","534"
"0.012740","0.012740","3478","62280","RTCP","110"
"0.012940","0.012940","62280","3478","UDP","902"
"0.011958","0.011958","54381","53","DNS","84"
"0.000853","0.000853","58974","53","DNS","84"
"0.016904","0.016904","50224","19305","STUN","188"
"0.003421","0.003421","62280","3478","UDP","635"
"0.003909","0.003909","3478","62280","RTCP","106"
"0.030728","0.030728","52680","443","TCP","78"
"0.000833","0.000833","19305","50224","STUN","132"
"0.001784","0.001784","50224","19305","TCP","66"
"0.006148","0.006148","62280","3478","UDP","1027"
"0.010563","0.010563","3478","62280","RTCP","106"
"0.018757","0.018757","62280","3478","UDP","951"
"0.011280","0.011280","62280","3478","UDP","152"
"0.019956","0.019956","3478","62280","RTCP","106"
"0.002328","0.002328","62280","3478","UDP","152"
"0.002270","0.002270","62280","3478","UDP","1114"
"0.007239","0.007239","443","52680","TCP","74"
"0.002432","0.002432","52680","443","TCP","66"
"0.000125","0.000125","52680","443","TLSv1.3","583"
"0.009794","0.009794","62280","3478","UDP","154"
"0.026098","0.026098","3478","62280","RTCP","110"
"0.003130","0.003130","62280","3478","UDP","746"
"0.000000","0.000000","62280","3478","UDP","154"
"0.028574","0.028574","53","54381","DNS","205"
"0.014476","0.014476","62280","3478","UDP","161"
"0.000266","0.000266","62280","3478","UDP","1111"
"0.000000","0.000000","62280","3478","UDP","154"
"0.003561","0.003561","3478","62280","RTCP","110"
"0.000222","0.000222","49990","53","DNS","89"
"0.000784","0.000784","62280","3478","UDP","157"
"0.002202","0.002202","62280","3478","UDP","643"
"0.001680","0.001680","443","52680","TCP","66"
"0.001167","0.001167","443","52680","TLSv1.3","1494"
"0.000350","0.000350","443","52680","TCP","1494"
"0.001550","0.001550","443","52680","TCP","1494"
"0.000977","0.000977","52680","443","TCP","66"
"0.000000","0.000000","52680","443","TCP","66"
"0.000279","0.000279","443","52680","TLSv1.3","1494"
"0.000000","0.000000","443","52680","TLSv1.3","346"
"0.001151","0.001151","52680","443","TCP","66"
"0.001967","0.001967","52680","443","TCP","66"
"0.007984","0.007984","62280","3478","UDP","156"
"0.011233","0.011233","52680","443","TLSv1.3","130"
"0.012110","0.012110","62280","3478","UDP","975"
"0.000000","0.000000","52680","443","TCP","1494"
"0.000000","0.000000","52680","443","TCP","1494"
"0.000000","0.000000","52680","443","TCP","1494"
"0.000000","0.000000","52680","443","TLSv1.3","1041"
"0.000000","0.000000","53","49990","DNS","170"
"0.000000","0.000000","62280","3478","UDP","154"
"0.014980","0.014980","3478","62280","RTCP","110"
"0.003890","0.003890","62280","3478","UDP","153"
"0.007405","0.007405","62280","3478","UDP","1051"
"0.006528","0.006528","53","58974","DNS","325"
"0.003904","0.003904","62280","3478","UDP","152"
"0.019914","0.019914","3478","62280","RTCP","110"
"0.001049","0.001049","62280","3478","UDP","157"
"0.002275","0.002275","62280","3478","UDP","1040"
"0.015462","0.015462","443","52680","TCP","66"
"0.000000","0.000000","443","52680","TLSv1.3","212"
"0.000082","0.000082","443","52680","TLSv1.3","128"
"0.000000","0.000000","443","52680","TCP","66"
"0.001539","0.001539","62280","3478","UDP","153"
"0.000125","0.000125","443","52680","TCP","66"
"0.000654","0.000654","443","52680","TLSv1.3","97"
"0.000271","0.000271","52680","443","TCP","66"
"0.001261","0.001261","52680","443","TLSv1.3","97"
"0.001315","0.001315","52680","443","TCP","66"
"0.011622","0.011622","62280","3478","UDP","690"
"0.000000","0.000000","62280","3478","UDP","690"
"0.005176","0.005176","62280","3478","UDP","154"
"0.009591","0.009591","3478","62280","RTCP","110"
"0.001487","0.001487","443","52680","TCP","1494"
"0.000284","0.000284","443","52680","TCP","1494"
"0.012122","0.012122","443","52680","TCP","1494"
"0.000000","0.000000","443","52680","TCP","1494"
"0.000000","0.000000","52680","443","TCP","66"
"0.000000","0.000000","443","52680","TCP","1494"
"0.000000","0.000000","52680","443","TCP","66"
"0.000000","0.000000","52680","443","TCP","66"
"0.000000","0.000000","443","52680","TCP","1494"
"0.000000","0.000000","52680","443","TCP","66"
"0.000000","0.000000","443","52680","TCP","1494"
"0.000000","0.000000","52680","443","TCP","66"
"0.000161","0.000161","443","52680","TCP","1494"
"0.000000","0.000000","443","52680","TCP","1494"
"0.000000","0.000000","443","52680","TCP","1494"
"0.000000","0.000000","52680","443","TCP","66"
"0.000000","0.000000","52680","443","TCP","66"
"0.000000","0.000000","443","52680","TCP","1494"
"0.000000","0.000000","443","52680","TLSv1.3","1494"
"0.000000","0.000000","52680","443","TCP","66"
"0.000000","0.000000","443","52680","TCP","1494"
"0.000000","0.000000","62280","3478","UDP","157"
"0.000124","0.000124","443","52680","TCP","1494"
"0.000000","0.000000","52680","443","TCP","66"
"0.000308","0.000308","52680","443","TCP","66"
"0.001315","0.001315","443","52680","TCP","1494"
"0.000262","0.000262","62280","3478","UDP","1075"
"0.000108","0.000108","443","52680","TCP","1494"
"0.000254","0.000254","443","52680","TCP","1494"
"0.000331","0.000331","443","52680","TCP","1494"
"0.000943","0.000943","52680","443","TCP","66"
"0.000742","0.000742","443","52680","TCP","1494"
