"Time","iRTT","port_source","port_dest","Protocol","Length"
"0.009554","0.009554","62280","3478","UDP","1017"
"0.034704","0.034704","3478","62280","RTCP","110"
"0.003866","0.003866","62280","3478","UDP","151"
"0.000000","0.000000","62280","3478","UDP","146"
"0.000165","0.000165","62280","3478","UDP","684"
"0.000057","0.000057","62280","3478","UDP","685"
"0.010688","0.010688","62280","3478","UDP","151"
"0.017212","0.017212","62280","3478","UDP","739"
"0.003320","0.003320","62280","3478","UDP","151"
"0.014827","0.014827","3478","62280","RTCP","110"
"0.005331","0.005331","62280","3478","UDP","147"
"0.010651","0.010651","62280","3478","UDP","1047"
"0.004428","0.004428","443","52695","TCP","66"
"0.001098","0.001098","443","52695","TLSv1.3","1514"
"0.000800","0.000800","443","52695","TCP","1514"
"0.000351","0.000351","443","52695","TCP","1514"
"0.000249","0.000249","443","52695","TLSv1.3","1239"
"0.007726","0.007726","62280","3478","UDP","148"
"0.000131","0.000131","52695","443","TCP","66"
"0.000000","0.000000","52695","443","TCP","66"
"0.009505","0.009505","52695","443","TLSv1.3","130"
"0.003144","0.003144","52695","443","TLSv1.3","1174"
"0.000479","0.000479","62280","3478","UDP","142"
"0.003621","0.003621","","","0xfffa","60"
"0.000000","0.000000","","","0xfffa","60"
"0.000000","0.000000","","","0xfffa","60"
"0.000000","0.000000","","","0xfffa","60"
"0.000000","0.000000","","","0xfffa","60"
"0.000000","0.000000","62280","3478","UDP","723"
"0.002432","0.002432","3478","62280","RTCP","110"
"0.015481","0.015481","62280","3478","UDP","155"
"0.017126","0.017126","62280","3478","UDP","973"
"0.002719","0.002719","62280","3478","UDP","147"
"0.014672","0.014672","3478","62280","RTCP","110"
"0.006123","0.006123","62280","3478","UDP","143"
"0.007488","0.007488","62280","3478","UDP","726"
"0.009500","0.009500","62280","3478","UDP","147"
"0.021746","0.021746","62280","3478","UDP","146"
"0.001707","0.001707","62280","3478","UDP","1037"
"0.003408","0.003408","3478","62280","RTCP","110"
"0.015182","0.015182","62280","3478","UDP","144"
"0.017628","0.017628","62280","3478","UDP","574"
"0.002369","0.002369","62280","3478","UDP","143"
"0.015239","0.015239","3478","62280","RTCP","110"
"0.004889","0.004889","62280","3478","UDP","150"
"0.010408","0.010408","62280","3478","UDP","850"
"0.012275","0.012275","443","52695","TCP","66"
"0.000000","0.000000","443","52695","TLSv1.3","245"
"0.000000","0.000000","443","52695","TLSv1.3","137"
"0.022277","0.022277","3478","62280","RTCP","110"
"0.001689","0.001689","50224","19305","STUN","188"
"0.000000","0.000000","62280","3478","UDP","153"
"0.000000","0.000000","62280","3478","UDP","143"
"0.000095","0.000095","62280","3478","UDP","521"
"0.003054","0.003054","52695","443","TCP","66"
"0.001038","0.001038","52695","443","TLSv1.3","97"
"0.009037","0.009037","62280","3478","UDP","151"
"0.013269","0.013269","19305","50224","TCP","68"
"0.000048","0.000048","19305","50224","STUN","130"
"0.011061","0.011061","62280","3478","UDP","868"
"0.000000","0.000000","62280","3478","RTCP","142"
"0.000000","0.000000","62280","3478","UDP","150"
"0.001479","0.001479","50224","19305","TCP","66"
"0.000000","0.000000","50224","19305","TCP","66"
"0.003681","0.003681","62280","3478","DTLSv1.2","279"
"0.005535","0.005535","3478","62280","RTCP","106"
"0.004711","0.004711","62280","3478","UDP","148"
"0.010378","0.010378","62280","3478","UDP","647"
"0.005671","0.005671","3478","62280","DTLSv1.2","147"
"0.004115","0.004115","62280","3478","UDP","152"
"0.021112","0.021112","62280","3478","UDP","150"
"0.003332","0.003332","62280","3478","UDP","793"
"0.000883","0.000883","3478","62280","RTCP","114"
"0.014600","0.014600","62280","3478","UDP","146"
"0.016248","0.016248","62280","3478","UDP","620"
"0.003625","0.003625","62280","3478","UDP","144"
"0.015579","0.015579","3478","62280","RTCP","106"
"0.004717","0.004717","62280","3478","UDP","150"
"0.006125","0.006125","443","52695","TCP","1514"
"0.000316","0.000316","443","52695","TCP","1514"
"0.000135","0.000135","443","52695","TLSv1.3","556"
"0.000000","0.000000","443","52695","TLSv1.3","97"
"0.002035","0.002035","52695","443","TCP","66"
"0.000070","0.000070","52695","443","TCP","66"
"0.000789","0.000789","52695","443","TCP","66"
"0.002519","0.002519","62280","3478","UDP","916"
"0.008080","0.008080","62280","3478","UDP","145"
"0.017948","0.017948","62280","3478","UDP","606"
"0.001243","0.001243","62280","3478","UDP","144"
"0.006013","0.006013","3478","62280","RTCP","110"
"0.008213","0.008213","52693","443","TLSv1.2","1450"
"0.005049","0.005049","62280","3478","UDP","153"
"0.010369","0.010369","443","52695","TCP","66"
"0.001246","0.001246","62280","3478","UDP","907"
"0.007390","0.007390","62280","3478","UDP","154"
"0.004165","0.004165","52693","443","TLSv1.2","1353"
"0.006847","0.006847","52693","443","TLSv1.2","1352"
"0.007170","0.007170","3478","62280","RTCP","110"
"0.001232","0.001232","52693","443","TLSv1.2","1361"
"0.001014","0.001014","62280","3478","UDP","155"
"0.009269","0.009269","62280","3478","UDP","694"
"0.031099","0.031099","3478","62280","RTCP","186"
"0.004349","0.004349","443","52693","TCP","1494"
"0.000571","0.000571","443","52693","TCP","1494"
"0.000392","0.000392","443","52693","TCP","1494"
"0.000145","0.000145","443","52693","TCP","1494"
"0.000116","0.000116","443","52693","TCP","1494"
"0.000121","0.000121","443","52693","TLSv1.2","1494"
"0.000091","0.000091","443","52693","TLSv1.2","1494"
